doc1,doc2,relations,detail
285,15,1,['P361']
285,19,1,['P361']
285,41,1,['P361']
285,46,1,['P361']
285,56,1,['P361']
285,89,1,['P361']
285,90,3,"['P361', 'P1889', 'P1382']"
285,91,1,['P361']
285,95,1,['P361']
285,112,1,['P361']
285,139,1,['P361']
285,145,1,['P361']
285,172,1,['P361']
285,177,1,['P361']
285,196,1,['P361']
285,214,1,['P361']
285,219,1,['P361']
285,222,1,['P361']
285,280,1,['P361']
285,281,1,['P361']
285,296,1,['P361']
285,84,2,"['P1889', 'P1382']"
286,46,1,['P279']
286,191,1,['P279']
286,8,1,['P460']
286,37,1,['P460']
286,99,3,"['P460', 'P425', 'P3095']"
286,103,4,"['P460', 'P3095', 'P1382', 'P425']"
286,106,1,['P460']
286,108,1,['P460']
286,109,1,['P460']
286,123,2,"['P460', 'P1382']"
286,169,2,"['P460', 'P279']"
286,175,3,"['P460', 'P425', 'P3095']"
286,181,1,['P460']
286,193,3,"['P460', 'P425', 'P3095']"
286,207,4,"['P460', 'P425', 'P1382', 'P3095']"
286,214,1,['P460']
286,244,1,['P460']
286,254,1,['P460']
286,262,6,"['P460', 'P3095', 'P425', 'P1382', 'P3095', 'P425']"
286,288,2,"['P460', 'P1382']"
286,58,2,"['P279', 'P1382']"
286,62,1,['P279']
286,124,1,['P279']
286,129,1,['P279']
286,151,1,['P279']
286,153,1,['P279']
286,277,1,['P279']
286,292,1,['P279']
286,93,2,"['P3095', 'P425']"
286,177,3,"['P3095', 'P1382', 'P425']"
286,245,3,"['P3095', 'P1382', 'P425']"
286,286,4,"['P3095', 'P425', 'P3095', 'P425']"
286,34,2,"['P425', 'P3095']"
286,41,2,"['P425', 'P3095']"
286,48,2,"['P425', 'P3095']"
286,61,2,"['P425', 'P3095']"
286,90,2,"['P425', 'P3095']"
286,111,2,"['P425', 'P3095']"
286,117,3,"['P425', 'P1382', 'P3095']"
286,160,2,"['P425', 'P3095']"
286,176,2,"['P425', 'P3095']"
286,241,2,"['P425', 'P3095']"
286,260,2,"['P425', 'P3095']"
286,287,2,"['P425', 'P3095']"
286,289,2,"['P425', 'P3095']"
286,294,2,"['P425', 'P3095']"
286,0,1,['P1382']
286,10,1,['P1382']
286,12,1,['P1382']
286,38,1,['P1382']
286,44,1,['P1382']
286,57,1,['P1382']
286,86,1,['P1382']
286,121,1,['P1382']
286,127,1,['P1382']
286,134,1,['P1382']
286,139,1,['P1382']
286,144,1,['P1382']
286,158,1,['P1382']
286,212,1,['P1382']
286,249,1,['P1382']
286,253,1,['P1382']
286,269,1,['P1382']
286,280,1,['P1382']
286,281,1,['P1382']
286,293,1,['P1382']
287,6,2,"['P527', 'P361']"
287,13,2,"['P527', 'P361']"
287,15,3,"['P527', 'P279', 'P361']"
287,19,2,"['P527', 'P361']"
287,41,2,"['P527', 'P361']"
287,46,2,"['P527', 'P361']"
287,55,2,"['P527', 'P361']"
287,56,2,"['P527', 'P361']"
287,89,4,"['P527', 'P527', 'P279', 'P361']"
287,90,4,"['P527', 'P1889', 'P1382', 'P361']"
287,91,2,"['P527', 'P361']"
287,92,2,"['P527', 'P361']"
287,95,2,"['P527', 'P361']"
287,98,4,"['P527', 'P1889', 'P1382', 'P361']"
287,108,2,"['P527', 'P361']"
287,111,3,"['P527', 'P527', 'P361']"
287,112,2,"['P527', 'P361']"
287,139,2,"['P527', 'P361']"
287,145,2,"['P527', 'P361']"
287,172,2,"['P527', 'P361']"
287,177,5,"['P527', 'P3095', 'P279', 'P361', 'P425']"
287,196,2,"['P527', 'P361']"
287,214,2,"['P527', 'P361']"
287,219,2,"['P527', 'P361']"
287,222,2,"['P527', 'P361']"
287,280,2,"['P527', 'P361']"
287,281,2,"['P527', 'P361']"
287,296,3,"['P527', 'P279', 'P361']"
287,84,2,"['P1889', 'P1382']"
287,24,1,['P527']
287,39,1,['P527']
287,94,1,['P527']
287,117,1,['P527']
287,58,1,['P279']
287,62,1,['P279']
287,124,2,"['P279', 'P279']"
287,129,1,['P279']
287,151,1,['P279']
287,153,1,['P279']
287,169,1,['P279']
287,277,1,['P279']
287,292,1,['P279']
287,93,4,"['P3095', 'P279', 'P279', 'P425']"
287,103,2,"['P3095', 'P425']"
287,245,3,"['P3095', 'P279', 'P425']"
287,262,2,"['P3095', 'P425']"
287,286,2,"['P3095', 'P425']"
287,2,1,['P279']
287,49,1,['P279']
287,104,1,['P279']
287,120,1,['P279']
287,198,1,['P279']
287,86,1,['P279']
287,121,1,['P279']
287,123,1,['P279']
287,152,1,['P279']
287,239,1,['P279']
287,266,1,['P279']
287,17,1,['P279']
288,46,4,"['P279', 'P460', 'P279', 'P31']"
288,191,2,"['P279', 'P279']"
288,8,1,['P460']
288,37,4,"['P460', 'P460', 'P460', 'P460']"
288,99,2,"['P460', 'P460']"
288,103,4,"['P460', 'P1382', 'P460', 'P460']"
288,106,2,"['P460', 'P460']"
288,108,2,"['P460', 'P460']"
288,109,2,"['P460', 'P460']"
288,123,2,"['P460', 'P460']"
288,169,2,"['P460', 'P460']"
288,175,1,['P460']
288,181,2,"['P460', 'P460']"
288,193,2,"['P460', 'P460']"
288,207,3,"['P460', 'P460', 'P460']"
288,214,1,['P460']
288,244,1,['P460']
288,254,2,"['P460', 'P460']"
288,262,4,"['P460', 'P1382', 'P460', 'P460']"
288,288,2,"['P460', 'P460']"
288,93,3,"['P1382', 'P460', 'P460']"
288,177,2,"['P1382', 'P460']"
288,245,3,"['P1382', 'P460', 'P460']"
288,286,3,"['P1382', 'P460', 'P460']"
288,0,1,['P460']
288,1,1,['P460']
288,5,1,['P460']
288,6,1,['P460']
288,14,2,"['P460', 'P460']"
288,24,1,['P460']
288,26,1,['P460']
288,34,1,['P460']
288,39,1,['P460']
288,41,2,"['P460', 'P460']"
288,43,1,['P460']
288,48,1,['P460']
288,55,1,['P460']
288,56,1,['P460']
288,57,1,['P460']
288,58,1,['P460']
288,61,1,['P460']
288,62,1,['P460']
288,74,1,['P460']
288,78,1,['P460']
288,86,1,['P460']
288,89,1,['P460']
288,96,2,"['P460', 'P460']"
288,100,2,"['P460', 'P460']"
288,117,2,"['P460', 'P279']"
288,118,1,['P460']
288,119,3,"['P460', 'P460', 'P31']"
288,121,1,['P460']
288,122,1,['P460']
288,124,1,['P460']
288,125,1,['P460']
288,127,1,['P460']
288,132,3,"['P460', 'P460', 'P279']"
288,134,1,['P460']
288,139,1,['P460']
288,144,1,['P460']
288,145,1,['P460']
288,147,1,['P460']
288,148,1,['P460']
288,152,1,['P460']
288,154,1,['P460']
288,155,1,['P460']
288,157,1,['P460']
288,170,2,"['P460', 'P460']"
288,178,1,['P460']
288,198,1,['P460']
288,206,1,['P460']
288,209,1,['P460']
288,212,1,['P460']
288,213,1,['P460']
288,221,1,['P460']
288,222,1,['P460']
288,224,1,['P460']
288,233,1,['P460']
288,241,1,['P460']
288,249,1,['P460']
288,253,1,['P460']
288,259,1,['P460']
288,264,1,['P460']
288,266,1,['P460']
288,267,1,['P460']
288,269,1,['P460']
288,273,1,['P460']
288,283,1,['P460']
288,289,1,['P460']
288,294,1,['P460']
288,296,1,['P460']
288,49,1,['P460']
288,87,1,['P460']
288,90,1,['P460']
288,107,1,['P460']
288,111,1,['P460']
288,113,1,['P460']
288,240,1,['P460']
288,297,1,['P460']
288,94,1,['P279']
288,114,1,['P279']
288,126,1,['P279']
289,46,2,"['P279', 'P1269']"
289,191,2,"['P279', 'P1269']"
289,8,1,['P460']
289,37,1,['P460']
289,99,1,['P460']
289,103,3,"['P460', 'P3095', 'P425']"
289,106,1,['P460']
289,108,1,['P460']
289,109,1,['P460']
289,123,1,['P460']
289,169,2,"['P460', 'P279']"
289,175,1,['P460']
289,181,1,['P460']
289,193,1,['P460']
289,207,1,['P460']
289,214,1,['P460']
289,244,1,['P460']
289,254,1,['P460']
289,262,3,"['P460', 'P3095', 'P425']"
289,288,1,['P460']
289,58,1,['P279']
289,62,1,['P279']
289,124,1,['P279']
289,129,1,['P279']
289,151,1,['P279']
289,153,1,['P279']
289,277,1,['P279']
289,292,1,['P279']
289,93,2,"['P3095', 'P425']"
289,177,2,"['P3095', 'P425']"
289,245,2,"['P3095', 'P425']"
289,286,2,"['P3095', 'P425']"
291,6,2,"['P527', 'P361']"
291,13,2,"['P527', 'P361']"
291,15,2,"['P527', 'P361']"
291,19,2,"['P527', 'P361']"
291,41,2,"['P527', 'P361']"
291,46,2,"['P527', 'P361']"
291,55,2,"['P527', 'P361']"
291,56,2,"['P527', 'P361']"
291,89,2,"['P527', 'P361']"
291,90,2,"['P527', 'P361']"
291,91,2,"['P527', 'P361']"
291,92,2,"['P527', 'P361']"
291,95,2,"['P527', 'P361']"
291,98,2,"['P527', 'P361']"
291,108,2,"['P527', 'P361']"
291,111,2,"['P527', 'P361']"
291,112,2,"['P527', 'P361']"
291,139,2,"['P527', 'P361']"
291,145,2,"['P527', 'P361']"
291,172,2,"['P527', 'P361']"
291,177,2,"['P527', 'P361']"
291,196,2,"['P527', 'P361']"
291,214,2,"['P527', 'P361']"
291,219,2,"['P527', 'P361']"
291,222,2,"['P527', 'P361']"
291,280,2,"['P527', 'P361']"
291,281,2,"['P527', 'P361']"
291,296,2,"['P527', 'P361']"
292,55,1,['P279']
292,87,1,['P279']
292,247,2,"['P279', 'P279']"
292,14,1,['P279']
292,15,1,['P279']
292,90,2,"['P279', 'P279']"
292,91,1,['P279']
292,93,1,['P279']
292,103,1,['P279']
292,110,1,['P279']
292,111,3,"['P279', 'P279', 'P279']"
292,116,2,"['P279', 'P279']"
292,117,3,"['P279', 'P279', 'P279']"
292,240,1,['P279']
292,241,3,"['P279', 'P279', 'P279']"
292,269,1,['P279']
292,26,2,"['P279', 'P527']"
292,123,2,"['P279', 'P527']"
292,134,2,"['P279', 'P527']"
292,151,2,"['P279', 'P527']"
292,158,2,"['P279', 'P527']"
292,177,2,"['P279', 'P527']"
292,245,2,"['P279', 'P527']"
292,268,2,"['P279', 'P527']"
292,293,2,"['P279', 'P527']"
292,34,1,['P279']
292,41,1,['P279']
292,48,1,['P279']
292,61,1,['P279']
292,99,1,['P279']
292,160,1,['P279']
292,175,1,['P279']
292,176,1,['P279']
292,193,1,['P279']
292,207,1,['P279']
292,260,1,['P279']
292,262,1,['P279']
292,286,1,['P279']
292,287,1,['P279']
292,289,1,['P279']
292,294,1,['P279']
293,93,1,['P1382']
293,103,1,['P1382']
293,177,3,"['P1382', 'P527', 'P279']"
293,245,1,['P1382']
293,262,3,"['P1382', 'P527', 'P279']"
293,286,1,['P1382']
293,123,3,"['P180', 'P527', 'P279']"
293,240,1,['P180']
293,277,1,['P180']
293,278,1,['P180']
293,207,2,"['P527', 'P279']"
293,253,2,"['P527', 'P279']"
293,292,2,"['P527', 'P279']"
293,55,1,['P31']
293,110,1,['P31']
293,111,1,['P31']
293,174,1,['P31']
293,180,1,['P31']
293,247,1,['P31']
293,251,1,['P31']
293,296,1,['P31']
294,46,1,['P279']
294,191,1,['P279']
294,8,1,['P460']
294,37,1,['P460']
294,99,1,['P460']
294,103,3,"['P460', 'P3095', 'P425']"
294,106,1,['P460']
294,108,1,['P460']
294,109,1,['P460']
294,123,1,['P460']
294,169,2,"['P460', 'P279']"
294,175,1,['P460']
294,181,1,['P460']
294,193,1,['P460']
294,207,1,['P460']
294,214,1,['P460']
294,244,1,['P460']
294,254,1,['P460']
294,262,3,"['P460', 'P3095', 'P425']"
294,288,1,['P460']
294,58,1,['P279']
294,62,1,['P279']
294,124,1,['P279']
294,129,1,['P279']
294,151,1,['P279']
294,153,1,['P279']
294,277,1,['P279']
294,292,1,['P279']
294,93,2,"['P3095', 'P425']"
294,177,2,"['P3095', 'P425']"
294,245,2,"['P3095', 'P425']"
294,286,2,"['P3095', 'P425']"
295,6,2,"['P527', 'P361']"
295,13,2,"['P527', 'P361']"
295,15,2,"['P527', 'P361']"
295,19,3,"['P527', 'P361', 'P279']"
295,41,2,"['P527', 'P361']"
295,46,2,"['P527', 'P361']"
295,55,2,"['P527', 'P361']"
295,56,3,"['P527', 'P361', 'P279']"
295,89,2,"['P527', 'P361']"
295,90,3,"['P527', 'P361', 'P279']"
295,91,2,"['P527', 'P361']"
295,92,3,"['P527', 'P361', 'P279']"
295,95,2,"['P527', 'P361']"
295,98,2,"['P527', 'P361']"
295,108,2,"['P527', 'P361']"
295,111,2,"['P527', 'P361']"
295,112,2,"['P527', 'P361']"
295,139,2,"['P527', 'P361']"
295,145,3,"['P527', 'P361', 'P279']"
295,172,2,"['P527', 'P361']"
295,177,2,"['P527', 'P361']"
295,196,2,"['P527', 'P361']"
295,214,2,"['P527', 'P361']"
295,219,2,"['P527', 'P361']"
295,222,2,"['P527', 'P361']"
295,280,2,"['P527', 'P361']"
295,281,2,"['P527', 'P361']"
295,296,2,"['P527', 'P361']"
295,119,1,['P31']
295,39,1,['P279']
295,80,1,['P279']
295,84,1,['P279']
295,118,1,['P279']
295,144,1,['P279']
295,205,1,['P279']
295,213,1,['P279']
296,46,3,"['P279', 'P361', 'P527']"
296,191,3,"['P279', 'P361', 'P527']"
296,8,3,"['P460', 'P361', 'P527']"
296,37,4,"['P460', 'P361', 'P31', 'P527']"
296,99,4,"['P460', 'P361', 'P31', 'P527']"
296,103,3,"['P460', 'P361', 'P527']"
296,106,3,"['P460', 'P361', 'P527']"
296,108,4,"['P460', 'P361', 'P527', 'P361']"
296,109,3,"['P460', 'P361', 'P527']"
296,123,5,"['P460', 'P361', 'P527', 'P279', 'P361']"
296,169,2,"['P460', 'P31']"
296,175,4,"['P460', 'P361', 'P527', 'P279']"
296,181,1,['P460']
296,193,4,"['P460', 'P361', 'P31', 'P527']"
296,207,3,"['P460', 'P31', 'P361']"
296,214,1,['P460']
296,244,1,['P460']
296,254,1,['P460']
296,262,4,"['P460', 'P361', 'P31', 'P527']"
296,288,1,['P460']
296,1,3,"['P361', 'P31', 'P527']"
296,2,2,"['P361', 'P527']"
296,5,2,"['P361', 'P527']"
296,6,2,"['P361', 'P527']"
296,10,2,"['P361', 'P527']"
296,11,2,"['P361', 'P527']"
296,12,2,"['P361', 'P527']"
296,14,2,"['P361', 'P527']"
296,15,3,"['P361', 'P31', 'P527']"
296,19,2,"['P361', 'P527']"
296,26,2,"['P361', 'P527']"
296,27,2,"['P361', 'P527']"
296,35,2,"['P361', 'P527']"
296,39,2,"['P361', 'P527']"
296,40,3,"['P361', 'P527', 'P361']"
296,50,2,"['P361', 'P527']"
296,53,2,"['P361', 'P527']"
296,56,2,"['P361', 'P527']"
296,59,2,"['P361', 'P527']"
296,70,2,"['P361', 'P527']"
296,83,2,"['P361', 'P527']"
296,84,2,"['P361', 'P527']"
296,87,2,"['P361', 'P527']"
296,88,2,"['P361', 'P527']"
296,90,2,"['P361', 'P527']"
296,92,4,"['P361', 'P1552', 'P527', 'P361']"
296,94,2,"['P361', 'P527']"
296,96,2,"['P361', 'P527']"
296,97,2,"['P361', 'P527']"
296,102,2,"['P361', 'P527']"
296,105,2,"['P361', 'P527']"
296,107,2,"['P361', 'P527']"
296,111,4,"['P361', 'P527', 'P361', 'P279']"
296,112,2,"['P361', 'P527']"
296,116,2,"['P361', 'P527']"
296,117,2,"['P361', 'P527']"
296,119,4,"['P361', 'P31', 'P527', 'P361']"
296,125,2,"['P361', 'P527']"
296,127,3,"['P361', 'P31', 'P527']"
296,132,2,"['P361', 'P527']"
296,137,2,"['P361', 'P527']"
296,144,2,"['P361', 'P527']"
296,145,2,"['P361', 'P527']"
296,148,2,"['P361', 'P527']"
296,149,2,"['P361', 'P527']"
296,157,2,"['P361', 'P527']"
296,160,3,"['P361', 'P527', 'P279']"
296,162,2,"['P361', 'P527']"
296,173,2,"['P361', 'P527']"
296,174,2,"['P361', 'P527']"
296,180,2,"['P361', 'P527']"
296,203,2,"['P361', 'P527']"
296,204,2,"['P361', 'P527']"
296,213,2,"['P361', 'P527']"
296,221,3,"['P361', 'P31', 'P527']"
296,223,2,"['P361', 'P527']"
296,233,2,"['P361', 'P527']"
296,245,4,"['P361', 'P31', 'P527', 'P361']"
296,246,3,"['P361', 'P527', 'P279']"
296,251,2,"['P361', 'P527']"
296,252,2,"['P361', 'P527']"
296,255,2,"['P361', 'P527']"
296,258,2,"['P361', 'P527']"
296,260,3,"['P361', 'P31', 'P527']"
296,270,2,"['P361', 'P527']"
296,273,2,"['P361', 'P527']"
296,275,3,"['P361', 'P527', 'P279']"
296,287,3,"['P361', 'P527', 'P279']"
296,291,2,"['P361', 'P527']"
296,295,2,"['P361', 'P527']"
296,298,2,"['P361', 'P527']"
296,48,1,['P31']
296,58,1,['P31']
296,61,1,['P31']
296,86,1,['P31']
296,91,2,"['P31', 'P361']"
296,121,1,['P31']
296,134,2,"['P31', 'P2389']"
296,182,2,"['P31', 'P279']"
296,249,1,['P31']
296,250,1,['P31']
296,253,1,['P31']
296,259,1,['P31']
296,293,1,['P31']
296,20,1,['P361']
296,89,1,['P361']
296,98,1,['P361']
296,115,1,['P361']
296,177,1,['P361']
296,269,1,['P361']
296,285,1,['P361']
296,211,1,['P279']
296,240,2,"['P279', 'P361']"
296,277,2,"['P279', 'P361']"
296,278,2,"['P279', 'P361']"
297,37,1,['P460']
297,119,1,['P460']
297,123,1,['P460']
297,139,1,['P460']
297,233,1,['P460']
297,288,1,['P460']
297,55,1,['P279']
297,87,1,['P279']
297,247,1,['P279']
298,6,2,"['P527', 'P361']"
298,13,2,"['P527', 'P361']"
298,15,2,"['P527', 'P361']"
298,19,2,"['P527', 'P361']"
298,41,2,"['P527', 'P361']"
298,46,2,"['P527', 'P361']"
298,55,2,"['P527', 'P361']"
298,56,2,"['P527', 'P361']"
298,89,2,"['P527', 'P361']"
298,90,2,"['P527', 'P361']"
298,91,2,"['P527', 'P361']"
298,92,2,"['P527', 'P361']"
298,95,2,"['P527', 'P361']"
298,98,2,"['P527', 'P361']"
298,108,2,"['P527', 'P361']"
298,111,2,"['P527', 'P361']"
298,112,2,"['P527', 'P361']"
298,139,2,"['P527', 'P361']"
298,145,2,"['P527', 'P361']"
298,172,2,"['P527', 'P361']"
298,177,2,"['P527', 'P361']"
298,196,2,"['P527', 'P361']"
298,214,2,"['P527', 'P361']"
298,219,2,"['P527', 'P361']"
298,222,2,"['P527', 'P361']"
298,280,2,"['P527', 'P361']"
298,281,2,"['P527', 'P361']"
298,296,2,"['P527', 'P361']"
46,0,1,['P279']
191,0,1,['P279']
8,0,1,['P460']
37,0,1,['P460']
99,0,1,['P460']
103,0,2,"['P460', 'P1382']"
106,0,1,['P460']
108,0,1,['P460']
109,0,1,['P460']
123,0,1,['P460']
169,0,1,['P460']
175,0,1,['P460']
181,0,1,['P460']
193,0,1,['P460']
207,0,1,['P460']
214,0,1,['P460']
244,0,1,['P460']
254,0,1,['P460']
262,0,2,"['P460', 'P1382']"
288,0,1,['P460']
93,0,1,['P1382']
177,0,1,['P1382']
245,0,1,['P1382']
286,0,1,['P1382']
46,1,3,"['P279', 'P527', 'P361']"
191,1,1,['P279']
8,1,1,['P460']
37,1,1,['P460']
99,1,1,['P460']
103,1,1,['P460']
106,1,1,['P460']
108,1,3,"['P460', 'P527', 'P361']"
109,1,1,['P460']
123,1,4,"['P460', 'P180', 'P279', 'P361']"
169,1,1,['P460']
175,1,1,['P460']
181,1,1,['P460']
193,1,1,['P460']
207,1,1,['P460']
214,1,3,"['P460', 'P527', 'P361']"
244,1,1,['P460']
254,1,1,['P460']
262,1,1,['P460']
288,1,1,['P460']
55,1,4,"['P279', 'P527', 'P361', 'P31']"
87,1,2,"['P279', 'P361']"
247,1,2,"['P279', 'P31']"
12,1,1,['P361']
15,1,3,"['P361', 'P527', 'P361']"
90,1,3,"['P361', 'P527', 'P361']"
111,1,4,"['P361', 'P527', 'P361', 'P31']"
117,1,1,['P361']
174,1,2,"['P361', 'P31']"
180,1,2,"['P361', 'P31']"
240,1,3,"['P180', 'P279', 'P361']"
277,1,3,"['P180', 'P279', 'P361']"
278,1,3,"['P180', 'P279', 'P361']"
6,1,2,"['P527', 'P361']"
13,1,2,"['P527', 'P361']"
19,1,2,"['P527', 'P361']"
41,1,2,"['P527', 'P361']"
56,1,2,"['P527', 'P361']"
89,1,2,"['P527', 'P361']"
91,1,2,"['P527', 'P361']"
92,1,3,"['P527', 'P361', 'P279']"
95,1,2,"['P527', 'P361']"
98,1,2,"['P527', 'P361']"
112,1,2,"['P527', 'P361']"
139,1,2,"['P527', 'P361']"
145,1,2,"['P527', 'P361']"
172,1,2,"['P527', 'P361']"
177,1,2,"['P527', 'P361']"
196,1,2,"['P527', 'P361']"
219,1,2,"['P527', 'P361']"
222,1,2,"['P527', 'P361']"
280,1,2,"['P527', 'P361']"
281,1,2,"['P527', 'P361']"
296,1,3,"['P527', 'P361', 'P31']"
110,1,1,['P31']
251,1,1,['P31']
6,2,2,"['P527', 'P361']"
13,2,2,"['P527', 'P361']"
15,2,2,"['P527', 'P361']"
19,2,2,"['P527', 'P361']"
41,2,2,"['P527', 'P361']"
46,2,2,"['P527', 'P361']"
55,2,2,"['P527', 'P361']"
56,2,2,"['P527', 'P361']"
89,2,2,"['P527', 'P361']"
90,2,2,"['P527', 'P361']"
91,2,2,"['P527', 'P361']"
92,2,2,"['P527', 'P361']"
95,2,2,"['P527', 'P361']"
98,2,2,"['P527', 'P361']"
108,2,2,"['P527', 'P361']"
111,2,3,"['P527', 'P361', 'P279']"
112,2,2,"['P527', 'P361']"
139,2,2,"['P527', 'P361']"
145,2,2,"['P527', 'P361']"
172,2,2,"['P527', 'P361']"
177,2,2,"['P527', 'P361']"
196,2,2,"['P527', 'P361']"
214,2,2,"['P527', 'P361']"
219,2,2,"['P527', 'P361']"
222,2,2,"['P527', 'P361']"
280,2,2,"['P527', 'P361']"
281,2,2,"['P527', 'P361']"
296,2,2,"['P527', 'P361']"
58,2,1,['P1552']
123,2,1,['P1552']
245,2,1,['P1552']
179,2,1,['P279']
181,2,1,['P279']
160,2,1,['P279']
175,2,1,['P279']
182,2,1,['P279']
211,2,1,['P279']
246,2,1,['P279']
275,2,1,['P279']
287,2,1,['P279']
46,5,3,"['P279', 'P527', 'P361']"
191,5,1,['P279']
8,5,1,['P460']
37,5,1,['P460']
99,5,1,['P460']
103,5,1,['P460']
106,5,1,['P460']
108,5,3,"['P460', 'P527', 'P361']"
109,5,1,['P460']
123,5,1,['P460']
169,5,1,['P460']
175,5,1,['P460']
181,5,1,['P460']
193,5,1,['P460']
207,5,1,['P460']
214,5,3,"['P460', 'P527', 'P361']"
244,5,1,['P460']
254,5,1,['P460']
262,5,1,['P460']
288,5,1,['P460']
6,5,2,"['P527', 'P361']"
13,5,2,"['P527', 'P361']"
15,5,2,"['P527', 'P361']"
19,5,2,"['P527', 'P361']"
41,5,2,"['P527', 'P361']"
55,5,2,"['P527', 'P361']"
56,5,2,"['P527', 'P361']"
89,5,2,"['P527', 'P361']"
90,5,2,"['P527', 'P361']"
91,5,2,"['P527', 'P361']"
92,5,3,"['P527', 'P361', 'P361']"
95,5,2,"['P527', 'P361']"
98,5,2,"['P527', 'P361']"
111,5,2,"['P527', 'P361']"
112,5,2,"['P527', 'P361']"
139,5,2,"['P527', 'P361']"
145,5,2,"['P527', 'P361']"
172,5,2,"['P527', 'P361']"
177,5,2,"['P527', 'P361']"
196,5,2,"['P527', 'P361']"
219,5,2,"['P527', 'P361']"
222,5,2,"['P527', 'P361']"
280,5,2,"['P527', 'P361']"
281,5,2,"['P527', 'P361']"
296,5,2,"['P527', 'P361']"
142,5,1,['P361']
221,5,1,['P361']
46,6,5,"['P279', 'P527', 'P361', 'P527', 'P361']"
191,6,3,"['P279', 'P361', 'P527']"
8,6,3,"['P460', 'P361', 'P527']"
37,6,3,"['P460', 'P361', 'P527']"
99,6,3,"['P460', 'P361', 'P527']"
103,6,3,"['P460', 'P361', 'P527']"
106,6,3,"['P460', 'P361', 'P527']"
108,6,6,"['P460', 'P527', 'P361', 'P527', 'P361', 'P361']"
109,6,3,"['P460', 'P361', 'P527']"
123,6,3,"['P460', 'P361', 'P527']"
169,6,1,['P460']
175,6,3,"['P460', 'P361', 'P527']"
181,6,1,['P460']
193,6,3,"['P460', 'P361', 'P527']"
207,6,2,"['P460', 'P361']"
214,6,3,"['P460', 'P527', 'P361']"
244,6,1,['P460']
254,6,1,['P460']
262,6,3,"['P460', 'P361', 'P527']"
288,6,1,['P460']
6,6,4,"['P527', 'P361', 'P527', 'P361']"
13,6,2,"['P527', 'P361']"
15,6,4,"['P527', 'P361', 'P527', 'P361']"
19,6,4,"['P527', 'P361', 'P527', 'P361']"
41,6,2,"['P527', 'P361']"
55,6,2,"['P527', 'P361']"
56,6,4,"['P527', 'P361', 'P527', 'P361']"
89,6,3,"['P527', 'P361', 'P361']"
90,6,4,"['P527', 'P361', 'P527', 'P361']"
91,6,3,"['P527', 'P361', 'P361']"
92,6,4,"['P527', 'P361', 'P527', 'P361']"
95,6,2,"['P527', 'P361']"
98,6,3,"['P527', 'P361', 'P361']"
111,6,5,"['P527', 'P361', 'P527', 'P361', 'P361']"
112,6,4,"['P527', 'P361', 'P527', 'P361']"
139,6,2,"['P527', 'P361']"
145,6,4,"['P527', 'P361', 'P527', 'P361']"
172,6,2,"['P527', 'P361']"
177,6,3,"['P527', 'P361', 'P361']"
196,6,2,"['P527', 'P361']"
219,6,2,"['P527', 'P361']"
222,6,2,"['P527', 'P361']"
280,6,2,"['P527', 'P361']"
281,6,2,"['P527', 'P361']"
296,6,2,"['P527', 'P361']"
93,6,1,['P279']
107,6,3,"['P279', 'P361', 'P527']"
1,6,2,"['P361', 'P527']"
2,6,2,"['P361', 'P527']"
5,6,2,"['P361', 'P527']"
10,6,2,"['P361', 'P527']"
11,6,2,"['P361', 'P527']"
12,6,2,"['P361', 'P527']"
14,6,2,"['P361', 'P527']"
26,6,2,"['P361', 'P527']"
27,6,2,"['P361', 'P527']"
35,6,2,"['P361', 'P527']"
39,6,2,"['P361', 'P527']"
40,6,3,"['P361', 'P527', 'P361']"
50,6,2,"['P361', 'P527']"
53,6,2,"['P361', 'P527']"
59,6,2,"['P361', 'P527']"
70,6,2,"['P361', 'P527']"
83,6,2,"['P361', 'P527']"
84,6,2,"['P361', 'P527']"
87,6,2,"['P361', 'P527']"
88,6,2,"['P361', 'P527']"
94,6,2,"['P361', 'P527']"
96,6,2,"['P361', 'P527']"
97,6,2,"['P361', 'P527']"
102,6,2,"['P361', 'P527']"
105,6,2,"['P361', 'P527']"
116,6,2,"['P361', 'P527']"
117,6,2,"['P361', 'P527']"
119,6,3,"['P361', 'P527', 'P361']"
125,6,2,"['P361', 'P527']"
127,6,2,"['P361', 'P527']"
132,6,2,"['P361', 'P527']"
137,6,2,"['P361', 'P527']"
144,6,2,"['P361', 'P527']"
148,6,2,"['P361', 'P527']"
149,6,2,"['P361', 'P527']"
157,6,2,"['P361', 'P527']"
160,6,2,"['P361', 'P527']"
162,6,2,"['P361', 'P527']"
173,6,2,"['P361', 'P527']"
174,6,2,"['P361', 'P527']"
180,6,2,"['P361', 'P527']"
203,6,2,"['P361', 'P527']"
204,6,2,"['P361', 'P527']"
213,6,2,"['P361', 'P527']"
221,6,2,"['P361', 'P527']"
223,6,2,"['P361', 'P527']"
233,6,2,"['P361', 'P527']"
245,6,3,"['P361', 'P527', 'P361']"
246,6,2,"['P361', 'P527']"
251,6,2,"['P361', 'P527']"
252,6,2,"['P361', 'P527']"
255,6,2,"['P361', 'P527']"
258,6,2,"['P361', 'P527']"
260,6,2,"['P361', 'P527']"
270,6,2,"['P361', 'P527']"
273,6,2,"['P361', 'P527']"
275,6,2,"['P361', 'P527']"
287,6,2,"['P361', 'P527']"
291,6,2,"['P361', 'P527']"
295,6,2,"['P361', 'P527']"
